,Age,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,Gender_Female,Gender_Male,Customer Type_Loyal Customer,Customer Type_disloyal Customer,Type of Travel_Business travel,Type of Travel_Personal Travel,Class_Business,Class_Eco,Class_Eco Plus,satisfaction_satisfied
23066,59,179,2,2,2,1,3,2,3,3,5,1,3,5,5,3,0,11,1,0,0,1,1,0,0,0,1,0
23067,20,1428,2,2,2,3,1,2,1,1,3,4,4,3,4,1,0,0,1,0,0,1,1,0,0,1,0,0
23068,56,264,5,1,1,1,5,5,5,4,4,5,4,5,3,5,172,189,0,1,1,0,1,0,0,1,0,1
23069,46,2125,5,3,5,4,1,5,1,1,4,3,4,1,3,1,0,0,0,1,1,0,0,1,0,1,0,1
23070,47,3560,3,3,3,3,3,4,4,5,5,5,5,4,5,5,3,0,0,1,1,0,1,0,1,0,0,1
23071,59,852,2,5,2,3,4,4,5,4,4,2,4,3,4,4,2,0,1,0,1,0,0,1,0,1,0,0
23072,44,308,4,5,5,5,4,4,4,4,4,5,5,2,2,4,0,0,0,1,1,0,1,0,0,1,0,1
23073,55,3962,4,4,4,4,4,1,4,5,5,5,4,4,5,3,4,11,0,1,1,0,1,0,1,0,0,1
23074,29,1671,1,1,1,1,5,5,5,5,5,4,5,2,3,5,0,0,1,0,1,0,1,0,1,0,0,1
23075,58,945,5,3,5,1,1,5,1,1,3,2,3,3,3,1,0,0,0,1,1,0,0,1,0,1,0,1
23076,25,3997,2,2,4,2,4,4,4,4,5,2,5,5,5,4,82,64,0,1,1,0,1,0,1,0,0,1
23077,65,1972,4,3,4,3,4,5,4,3,3,4,3,3,3,5,0,0,1,0,1,0,0,1,0,1,0,0
23078,18,312,2,5,2,3,2,2,2,2,5,4,5,4,5,2,0,0,1,0,1,0,0,1,0,0,1,0
23079,39,862,3,3,5,3,5,5,4,2,2,2,2,3,2,3,0,0,0,1,1,0,1,0,1,0,0,1
23080,47,2090,5,5,5,5,4,4,5,3,3,3,3,4,3,4,0,0,0,1,1,0,1,0,1,0,0,1
23081,41,222,0,4,0,2,5,4,4,4,4,4,3,4,4,4,0,0,0,1,1,0,1,0,1,0,0,1
23082,46,3538,1,1,1,1,4,5,5,5,5,5,5,4,5,3,2,0,0,1,1,0,1,0,1,0,0,1
23083,52,3998,3,3,5,3,5,5,4,4,4,4,4,5,4,4,62,52,1,0,1,0,1,0,1,0,0,1
23084,41,1303,2,5,2,2,5,2,5,5,3,5,4,3,5,5,0,0,0,1,1,0,0,1,0,1,0,0
23085,41,628,5,2,2,2,5,5,5,5,5,2,1,2,2,5,10,18,0,1,1,0,1,0,0,1,0,1
23086,62,1444,3,0,3,1,2,3,2,2,3,5,4,5,4,2,23,26,0,1,1,0,0,1,0,1,0,0
23087,70,425,4,2,4,4,1,4,1,1,3,3,2,2,4,1,89,69,0,1,1,0,0,1,0,1,0,0
23088,40,2104,5,5,1,5,3,5,5,4,4,4,4,4,4,3,0,2,1,0,1,0,1,0,1,0,0,1
23089,26,2724,3,5,4,5,3,3,3,3,3,3,4,1,3,3,0,0,0,1,1,0,1,0,1,0,0,0
23090,21,319,4,0,4,4,1,4,1,1,3,4,2,4,5,1,13,3,1,0,0,1,1,0,0,1,0,1
23091,28,1050,2,2,2,3,3,2,3,3,4,5,4,4,5,3,2,0,1,0,0,1,1,0,1,0,0,0
23092,36,337,2,4,2,4,3,2,4,3,1,4,2,5,4,3,1,0,1,0,0,1,1,0,0,1,0,0
23093,46,650,3,2,2,2,3,3,3,3,4,1,4,3,3,3,0,0,0,1,1,0,1,0,0,1,0,0
23094,29,1626,2,4,2,3,1,2,1,1,3,3,5,4,5,1,31,13,1,0,1,0,0,1,0,0,1,0
23095,15,297,2,4,2,5,2,2,2,2,4,5,5,3,4,2,0,3,1,0,1,0,0,1,0,0,1,0
23096,27,550,3,3,3,4,2,3,2,2,3,5,5,4,4,2,88,79,0,1,0,1,1,0,1,0,0,0
23097,54,2011,2,2,2,2,4,5,5,5,5,5,5,3,5,5,11,16,0,1,1,0,1,0,1,0,0,1
23098,69,569,4,4,4,3,5,1,1,4,4,4,4,2,4,1,6,1,1,0,1,0,0,1,0,1,0,0
23099,15,522,2,4,4,4,2,2,2,2,2,2,4,3,3,2,76,75,0,1,1,0,1,0,0,0,1,0
23100,9,759,3,5,3,1,1,3,4,1,3,4,4,4,5,1,0,8,1,0,1,0,0,1,0,1,0,0
23101,59,2077,2,2,3,2,2,5,5,4,4,4,4,4,4,4,0,0,1,0,1,0,1,0,1,0,0,1
23102,69,1080,2,4,2,3,3,2,3,3,3,3,4,3,4,3,0,9,0,1,1,0,0,1,0,1,0,0
23103,22,591,2,5,2,1,3,2,3,3,1,3,5,5,1,3,1,0,0,1,1,0,0,1,0,1,0,0
23104,49,2296,3,3,2,3,2,5,5,4,4,5,4,3,4,3,49,61,1,0,1,0,1,0,1,0,0,1
23105,47,991,3,2,2,2,2,4,4,3,3,3,3,3,3,3,19,2,1,0,1,0,1,0,0,1,0,0
23106,30,309,2,3,3,3,2,2,2,2,3,5,3,4,4,2,0,0,0,1,1,0,1,0,1,0,0,0
23107,60,622,1,1,1,1,2,4,5,4,4,4,4,5,4,5,14,30,1,0,1,0,1,0,1,0,0,1
23108,45,223,2,2,2,2,2,4,4,5,5,5,5,5,5,4,4,0,1,0,1,0,1,0,1,0,0,1
23109,49,414,3,5,5,5,3,3,3,3,3,4,3,3,3,3,0,0,0,1,1,0,1,0,0,1,0,0
23110,23,3987,5,5,5,5,4,4,4,4,1,2,5,1,3,4,0,3,1,0,1,0,1,0,1,0,0,1
23111,18,220,3,1,3,3,1,3,1,1,3,2,4,3,3,1,0,0,1,0,1,0,0,1,0,1,0,0
23112,58,397,1,4,1,1,1,1,1,1,4,4,4,5,5,1,6,4,0,1,1,0,0,1,0,0,1,0
23113,44,201,4,5,5,5,5,4,5,5,3,4,3,1,4,5,0,0,0,1,1,0,1,0,0,1,0,0
23114,23,3017,2,2,2,2,3,4,3,3,3,3,2,4,5,3,8,0,0,1,1,0,1,0,1,0,0,1
23115,47,1572,2,2,2,2,4,1,1,3,3,3,3,3,3,5,0,0,1,0,1,0,1,0,1,0,0,1
23116,50,3650,1,1,5,1,4,4,4,5,5,4,5,5,5,5,0,0,0,1,1,0,1,0,1,0,0,1
23117,57,2054,3,3,3,3,4,4,4,5,5,5,5,4,5,3,0,2,1,0,1,0,1,0,1,0,0,1
23118,70,922,1,4,1,4,1,1,1,1,4,1,3,1,3,1,0,0,0,1,1,0,0,1,0,1,0,0
23119,20,646,5,4,5,3,2,5,2,2,3,2,5,4,4,2,0,0,0,1,0,1,1,0,0,1,0,1
23120,29,689,2,3,3,3,2,2,2,2,3,2,4,1,4,2,21,8,1,0,1,0,1,0,1,0,0,0
23121,43,2176,4,3,3,3,4,2,3,4,4,4,4,1,4,3,0,0,0,1,1,0,1,0,1,0,0,0
23122,33,2475,1,1,1,4,5,1,5,5,3,5,5,5,5,5,1,0,1,0,0,1,1,0,1,0,0,0
23123,49,338,2,2,2,4,3,2,3,3,4,3,4,4,4,3,1,0,0,1,1,0,0,1,0,1,0,0
23124,36,3905,3,3,3,3,4,4,4,3,3,2,3,4,3,4,2,0,0,1,1,0,1,0,1,0,0,1
23125,55,196,4,2,2,2,4,4,4,4,3,1,1,5,3,4,14,19,0,1,1,0,1,0,0,1,0,1
23126,35,1303,4,4,4,4,2,4,2,2,5,5,4,3,4,2,0,0,0,1,0,1,1,0,1,0,0,0
23127,28,1180,1,1,1,4,2,1,2,2,3,5,4,4,4,2,0,0,1,0,0,1,1,0,0,1,0,0
23128,47,950,3,2,2,2,3,4,3,3,3,3,3,1,3,4,0,0,1,0,1,0,1,0,0,1,0,0
23129,45,2673,3,3,2,3,3,5,4,4,4,4,5,4,4,4,0,0,1,0,1,0,1,0,1,0,0,1
23130,56,813,2,3,2,2,5,2,5,5,3,1,2,4,3,5,32,30,0,1,1,0,0,1,0,1,0,0
23131,31,628,4,5,5,5,4,4,4,4,1,4,5,1,5,4,0,0,1,0,1,0,1,0,0,0,1,1
23132,47,2120,0,0,0,1,3,5,4,4,4,4,4,5,4,4,1,0,0,1,1,0,1,0,1,0,0,1
23133,26,937,4,3,3,3,4,4,4,4,1,1,3,2,1,4,1,0,1,0,1,0,1,0,0,1,0,1
23134,10,337,1,4,1,4,5,1,4,5,4,1,4,4,3,5,0,1,0,1,1,0,0,1,1,0,0,0
23135,50,528,3,5,3,2,4,5,5,2,2,3,2,4,2,4,0,0,0,1,1,0,0,1,1,0,0,0
23136,58,843,4,4,4,4,2,5,5,2,2,2,2,4,2,5,75,82,1,0,1,0,1,0,1,0,0,1
23137,36,109,2,2,2,2,4,1,1,4,4,4,4,4,4,1,0,2,0,1,1,0,1,0,1,0,0,1
23138,37,2415,4,3,4,4,1,4,3,4,4,4,4,2,4,2,26,19,1,0,1,0,1,0,1,0,0,0
23139,36,234,3,3,3,3,4,3,4,4,3,1,4,4,3,4,0,0,1,0,0,1,1,0,0,1,0,0
23140,47,802,3,3,4,3,3,4,3,3,2,1,4,1,3,3,65,86,0,1,1,0,0,1,0,1,0,0
23141,34,590,3,5,3,2,4,3,4,4,5,3,5,4,4,4,104,101,0,1,1,0,0,1,0,0,1,0
23142,70,386,4,5,5,4,5,4,5,5,5,3,5,5,5,5,0,0,0,1,0,1,1,0,1,0,0,1
23143,66,629,4,5,5,5,5,5,5,1,1,5,1,3,1,5,0,0,1,0,1,0,0,1,0,1,0,0
23144,41,2946,2,2,2,2,4,4,5,5,5,5,5,4,5,5,10,0,0,1,1,0,1,0,1,0,0,1
23145,41,2965,3,3,3,3,5,2,5,4,4,4,4,3,4,4,0,0,0,1,1,0,1,0,1,0,0,1
23146,63,2173,3,2,2,2,3,3,3,3,3,3,2,4,2,3,28,4,0,1,1,0,1,0,0,1,0,0
23147,24,152,0,0,0,3,4,0,5,4,2,1,4,5,4,4,0,0,1,0,0,1,1,0,0,1,0,1
23148,16,620,2,2,2,4,3,2,2,3,4,1,3,4,3,3,0,0,1,0,0,1,1,0,0,1,0,0
23149,47,834,2,1,1,1,5,2,2,2,2,2,2,2,2,4,15,15,1,0,1,0,1,0,1,0,0,0
23150,69,364,4,4,2,4,4,4,5,5,5,2,5,4,5,5,10,23,1,0,1,0,0,1,0,0,1,0
23151,19,326,5,3,5,3,1,5,1,1,3,2,3,2,1,1,0,0,0,1,1,0,0,1,0,1,0,1
23152,59,1851,5,5,5,5,3,5,4,5,5,5,5,3,5,3,0,1,1,0,1,0,1,0,1,0,0,1
23153,39,1744,3,3,3,3,2,4,5,3,3,4,3,4,3,5,0,10,0,1,1,0,1,0,1,0,0,1
23154,42,1999,3,3,3,3,3,5,4,5,5,5,5,3,5,3,8,0,0,1,1,0,1,0,1,0,0,1
23155,15,2329,1,1,1,3,5,1,5,5,2,2,3,2,4,5,45,62,1,0,0,1,1,0,0,1,0,0
23156,33,86,3,4,2,3,3,2,3,3,4,2,4,4,3,3,36,36,0,1,0,1,1,0,0,1,0,0
23157,66,255,4,5,0,1,5,3,3,5,5,0,5,2,5,5,2,12,1,0,1,0,0,1,1,0,0,0
23158,56,2773,2,2,2,2,5,4,5,5,5,5,5,4,5,3,0,0,0,1,1,0,1,0,1,0,0,1
23159,43,1726,5,5,5,5,3,4,5,4,4,4,4,3,4,4,126,122,0,1,1,0,1,0,1,0,0,1
23160,42,337,1,1,1,1,3,4,4,5,5,5,5,5,5,5,0,5,0,1,1,0,1,0,1,0,0,1
23161,17,861,2,1,2,2,1,2,1,1,3,5,3,3,2,1,0,0,0,1,1,0,0,1,0,1,0,0
23162,46,406,4,1,1,1,1,1,3,4,4,4,4,3,4,3,0,2,1,0,1,0,1,0,0,1,0,1
23163,60,3162,4,4,4,4,5,5,4,4,4,4,4,5,4,4,0,0,0,1,1,0,1,0,1,0,0,1
23164,36,262,2,5,0,1,2,0,5,2,5,4,5,4,1,2,0,0,0,1,1,0,0,1,0,1,0,0
23165,27,986,3,3,3,3,3,3,3,3,3,5,4,4,4,3,0,0,0,1,0,1,1,0,1,0,0,0
23166,44,2075,4,4,2,4,3,4,4,4,4,4,4,3,4,4,0,0,0,1,1,0,1,0,1,0,0,1
23167,50,1522,3,4,3,3,3,3,3,3,4,3,4,4,5,3,0,6,0,1,1,0,0,1,0,1,0,0
23168,47,1740,2,2,2,2,5,1,4,4,4,4,4,2,4,4,31,11,0,1,1,0,1,0,1,0,0,1
23169,33,589,4,2,2,2,2,3,4,4,4,4,4,3,4,2,94,83,1,0,1,0,1,0,1,0,0,0
23170,23,833,1,5,1,1,1,1,1,1,3,3,4,3,4,1,0,0,0,1,1,0,0,1,0,1,0,0
23171,48,192,1,2,2,2,4,2,2,1,1,1,1,1,1,4,0,0,1,0,1,0,1,0,0,1,0,0
23172,22,304,5,3,5,3,4,5,4,4,2,1,5,1,5,4,0,0,1,0,0,1,1,0,1,0,0,1
23173,54,3601,1,1,1,1,3,5,5,5,5,5,5,5,5,3,10,10,0,1,1,0,1,0,1,0,0,1
23174,49,134,4,1,4,1,2,4,4,3,3,3,4,1,3,1,24,48,0,1,1,0,1,0,1,0,0,0
23175,60,1590,1,1,1,1,1,2,3,1,1,2,1,1,1,4,0,0,1,0,1,0,1,0,1,0,0,0
23176,35,3506,4,4,4,4,5,4,4,4,4,4,4,1,4,4,13,13,1,0,1,0,1,0,1,0,0,0
23177,22,1118,5,4,5,5,4,5,4,4,5,3,3,3,4,4,0,0,0,1,0,1,1,0,1,0,0,1
23178,25,84,3,3,3,3,2,3,3,2,3,2,3,2,4,2,18,10,0,1,0,1,1,0,1,0,0,0
23179,39,352,1,0,0,3,3,0,3,3,5,4,1,1,3,3,26,20,1,0,0,1,1,0,1,0,0,0
23180,29,399,1,4,1,3,2,1,2,2,5,5,5,3,4,2,0,4,1,0,1,0,0,1,0,1,0,0
23181,11,2075,5,3,5,4,3,5,3,3,4,4,3,1,3,3,0,0,0,1,1,0,0,1,1,0,0,1
23182,59,1562,5,5,5,5,2,4,5,4,4,4,4,3,4,5,0,0,0,1,1,0,1,0,1,0,0,1
23183,66,200,2,4,5,4,1,3,3,2,2,2,2,1,2,2,2,0,1,0,1,0,1,0,0,1,0,0
23184,50,337,3,4,3,5,4,5,4,5,5,3,5,4,5,5,0,0,1,0,1,0,0,1,0,1,0,0
23185,19,1404,2,2,2,4,2,2,2,2,1,3,3,2,4,2,40,34,0,1,0,1,1,0,0,1,0,0
23186,30,927,4,1,3,3,4,5,4,4,5,5,2,2,3,4,0,0,1,0,1,0,1,0,0,1,0,1
23187,39,2093,1,1,1,1,3,5,5,5,5,5,5,4,5,5,0,22,1,0,1,0,1,0,1,0,0,1
23188,51,3457,1,1,3,1,5,3,3,5,5,5,5,2,5,3,3,0,1,0,1,0,1,0,1,0,0,1
23189,33,599,2,0,2,2,5,2,3,5,1,5,5,1,4,5,0,0,1,0,0,1,1,0,0,1,0,0
23190,26,1050,2,1,1,1,4,1,4,4,2,3,1,3,3,4,0,0,1,0,0,1,1,0,0,1,0,0
23191,46,73,3,5,3,2,2,4,5,1,1,3,1,3,1,3,17,13,1,0,1,0,0,1,1,0,0,0
23192,44,2392,4,4,3,3,5,4,3,4,4,3,4,4,4,1,75,105,0,1,1,0,1,0,1,0,0,0
23193,22,1919,4,4,4,4,3,3,3,3,3,5,4,5,4,3,10,9,1,0,1,0,1,0,1,0,0,1
23194,44,646,2,4,2,4,3,2,2,2,2,2,2,4,2,5,11,24,1,0,1,0,0,1,0,1,0,0
23195,10,213,1,2,1,3,5,1,5,5,3,5,4,4,5,5,25,24,0,1,1,0,0,1,0,1,0,0
23196,16,1085,2,5,2,2,4,2,4,4,3,1,5,2,4,4,0,0,0,1,1,0,0,1,0,1,0,0
23197,60,591,2,5,2,5,1,2,1,1,5,3,4,3,4,1,65,57,0,1,1,0,0,1,0,1,0,0
23198,39,1824,2,2,1,2,5,4,5,5,5,5,5,4,5,3,0,0,1,0,1,0,1,0,1,0,0,1
23199,62,198,4,5,5,5,1,4,1,3,2,3,4,1,3,1,285,251,1,0,1,0,1,0,1,0,0,0
23200,44,920,2,4,1,3,4,1,4,4,3,4,4,4,5,4,14,1,0,1,1,0,0,1,0,1,0,0
23201,53,258,4,4,4,4,4,4,2,4,4,1,4,1,4,4,0,0,0,1,1,0,0,1,0,1,0,0
23202,31,692,3,3,3,3,5,4,5,5,3,1,1,2,5,5,0,0,0,1,1,0,1,0,1,0,0,1
23203,17,502,2,1,1,1,2,1,2,2,3,3,1,4,2,2,55,35,1,0,1,0,1,0,1,0,0,0
23204,24,888,5,0,5,1,3,5,3,3,3,4,5,5,5,3,0,22,1,0,0,1,1,0,1,0,0,1
23205,21,903,5,5,5,4,3,5,3,3,5,3,5,5,4,3,82,78,1,0,0,1,1,0,1,0,0,1
23206,36,3903,3,3,3,3,2,4,5,4,4,4,4,3,4,3,5,0,1,0,1,0,1,0,1,0,0,1
23207,29,1048,2,3,3,4,5,3,5,5,4,5,3,4,3,5,0,11,0,1,0,1,1,0,0,1,0,0
23208,23,145,2,3,2,4,5,2,5,5,1,2,3,1,3,5,13,16,0,1,0,1,1,0,0,1,0,0
23209,52,1452,5,5,5,5,3,5,5,5,5,4,5,5,5,4,1,0,1,0,1,0,1,0,1,0,0,1
23210,9,2611,3,3,3,3,3,4,4,1,4,3,5,4,4,4,0,0,0,1,1,0,0,1,0,1,0,0
23211,25,1780,3,5,5,5,4,4,3,4,2,2,4,4,3,4,0,9,0,1,1,0,1,0,1,0,0,0
23212,17,158,2,3,2,4,3,2,3,3,4,3,3,1,3,3,28,43,0,1,0,1,1,0,0,1,0,0
23213,46,2603,4,2,2,2,4,4,4,2,5,3,1,4,5,4,0,0,1,0,1,0,1,0,0,1,0,1
23214,40,758,3,4,3,2,5,3,5,5,4,5,5,4,5,5,0,6,1,0,1,0,0,1,0,1,0,0
23215,60,404,3,5,2,5,4,4,4,3,3,3,3,3,3,1,4,0,0,1,1,0,1,0,1,0,0,0
23216,11,794,2,4,2,4,2,2,2,2,5,2,5,5,5,2,0,0,0,1,1,0,0,1,0,1,0,0
23217,26,546,4,5,4,3,3,4,3,3,5,4,3,4,2,3,11,17,1,0,1,0,0,1,0,1,0,0
23218,62,1549,5,5,5,5,2,3,4,4,4,4,4,5,4,5,51,40,1,0,1,0,1,0,1,0,0,1
23219,36,2053,5,5,5,5,5,4,4,4,4,4,4,2,4,3,34,35,0,1,1,0,1,0,1,0,0,1
23220,36,1979,4,2,4,2,4,3,4,4,1,3,3,2,3,4,0,6,1,0,1,0,1,0,0,1,0,0
23221,60,3470,1,4,4,4,2,3,3,1,1,1,1,2,1,3,0,8,0,1,1,0,1,0,1,0,0,0
23222,54,1440,3,5,5,5,5,3,3,3,3,3,3,4,3,2,43,55,0,1,1,0,1,0,1,0,0,0
23223,39,289,2,2,2,2,2,2,2,2,4,1,3,2,3,2,7,10,1,0,1,0,1,0,0,1,0,0
23224,9,331,1,2,1,3,5,1,5,5,4,3,3,2,3,5,0,0,0,1,1,0,0,1,0,0,1,0
23225,46,1050,1,5,1,1,1,1,1,1,3,3,5,3,5,1,8,0,0,1,1,0,0,1,0,1,0,0
23226,49,224,3,3,3,3,4,5,5,5,5,5,5,4,5,3,46,34,1,0,1,0,1,0,1,0,0,1
23227,28,590,2,2,2,2,5,5,5,5,4,4,4,3,4,5,3,3,0,1,1,0,1,0,1,0,0,1
23228,58,189,3,1,3,1,3,3,3,3,4,3,3,4,3,3,0,0,0,1,1,0,1,0,0,1,0,0
23229,50,3474,3,3,3,3,4,4,5,5,5,5,5,5,5,5,7,0,0,1,1,0,1,0,1,0,0,1
23230,45,246,3,1,3,3,4,3,4,4,1,5,3,4,4,4,0,0,0,1,1,0,0,1,0,1,0,0
23231,53,1521,1,1,1,1,3,5,4,5,5,5,5,4,5,5,5,0,0,1,1,0,1,0,1,0,0,1
23232,64,1121,4,4,4,3,1,4,2,1,5,5,4,3,4,1,0,0,0,1,1,0,0,1,0,1,0,0
23233,45,588,5,5,5,5,5,4,5,2,2,2,2,5,2,5,0,0,1,0,1,0,1,0,1,0,0,1
23234,57,3330,5,5,5,5,3,4,5,5,5,5,5,5,5,4,0,0,0,1,1,0,1,0,1,0,0,1
23235,55,89,2,1,1,1,4,2,3,2,2,2,2,2,2,1,0,0,1,0,1,0,1,0,0,1,0,0
23236,48,2659,2,2,2,2,5,4,5,5,5,5,5,5,5,5,0,0,1,0,1,0,1,0,1,0,0,1
23237,48,308,5,5,5,5,4,4,4,5,5,5,5,4,5,5,48,37,0,1,1,0,1,0,1,0,0,1
23238,41,1062,1,1,1,3,1,1,1,1,1,1,3,4,3,1,0,0,0,1,1,0,0,1,0,1,0,0
23239,16,337,0,4,0,5,3,0,3,3,5,2,4,4,5,3,0,0,1,0,1,0,0,1,0,1,0,1
23240,17,404,2,2,1,4,1,1,1,1,2,3,3,4,4,1,34,9,1,0,0,1,1,0,0,1,0,0
23241,54,733,4,2,4,4,1,4,1,1,3,4,3,1,4,1,0,0,0,1,1,0,0,1,0,0,1,0
23242,60,1605,4,5,4,3,4,4,5,4,3,4,4,5,5,4,0,0,0,1,1,0,0,1,0,1,0,0
23243,36,395,1,1,1,2,1,2,3,5,4,4,5,3,4,3,141,157,0,1,0,1,1,0,1,0,0,0
23244,18,630,5,5,5,1,5,5,2,5,5,4,5,3,4,5,0,0,0,1,1,0,0,1,1,0,0,1
23245,22,448,4,0,4,4,2,4,2,2,3,2,4,3,4,2,9,2,0,1,0,1,1,0,1,0,0,1
23246,43,867,5,3,3,3,4,2,2,5,5,5,5,1,5,2,18,6,1,0,1,0,1,0,0,1,0,1
23247,38,1709,2,2,2,4,3,2,3,3,1,5,2,2,4,3,16,12,1,0,0,1,1,0,0,1,0,0
23248,55,101,4,5,5,5,2,3,2,4,4,4,4,3,4,5,0,0,1,0,1,0,1,0,0,1,0,1
23249,43,533,1,3,5,5,5,3,3,1,1,1,1,3,1,4,0,0,1,0,1,0,1,0,0,1,0,0
23250,68,990,3,4,3,4,4,3,4,4,4,5,5,5,5,4,78,70,0,1,1,0,0,1,0,1,0,0
23251,30,3396,3,4,4,4,3,3,3,3,2,2,3,4,4,3,0,0,1,0,1,0,1,0,1,0,0,0
23252,55,240,2,2,2,2,4,2,3,2,2,3,2,3,2,2,14,9,0,1,1,0,1,0,1,0,0,0
23253,30,874,4,3,3,3,4,3,4,4,4,5,3,2,3,4,0,0,1,0,1,0,1,0,0,1,0,0
23254,51,2585,3,3,3,3,4,5,4,2,2,2,2,3,2,4,0,0,1,0,1,0,1,0,1,0,0,1
23255,22,731,0,0,0,1,5,0,5,5,5,3,5,3,4,5,0,4,1,0,0,1,1,0,1,0,0,1
23256,66,758,4,5,4,3,2,4,2,2,5,5,4,5,4,2,52,47,0,1,1,0,0,1,0,1,0,0
23257,57,551,2,2,2,2,2,4,5,5,5,5,5,4,5,4,0,0,0,1,1,0,1,0,1,0,0,1
23258,57,1276,2,4,2,2,2,2,4,2,3,3,4,5,5,2,0,0,0,1,1,0,0,1,0,1,0,0
23259,56,2556,1,1,2,1,2,4,4,4,4,4,4,3,4,4,2,8,1,0,1,0,1,0,1,0,0,1
23260,41,433,1,5,1,3,3,1,4,3,5,3,5,4,4,3,23,21,1,0,1,0,0,1,0,1,0,0
23261,44,337,0,4,0,2,2,5,5,2,2,0,2,5,2,5,0,0,1,0,1,0,0,1,0,1,0,1
23262,30,581,1,1,1,1,4,4,4,4,3,4,4,5,5,4,0,0,1,0,1,0,1,0,1,0,0,1
23263,64,834,2,2,2,2,2,2,2,2,1,3,2,1,3,2,0,10,0,1,1,0,1,0,0,0,1,0
23264,29,2410,4,5,5,5,4,3,4,4,4,1,3,4,3,4,12,0,1,0,1,0,1,0,1,0,0,0
23265,27,1504,2,5,2,3,1,2,1,1,5,2,4,3,5,1,0,3,0,1,1,0,0,1,0,1,0,0
23266,43,1027,4,5,5,5,4,4,4,4,1,5,1,2,4,4,10,9,0,1,1,0,1,0,0,1,0,1
23267,58,247,2,5,2,5,1,2,1,1,2,5,4,5,5,1,0,0,0,1,1,0,0,1,0,1,0,0
23268,22,3811,5,5,5,5,4,4,4,4,1,5,3,4,3,4,0,0,0,1,1,0,1,0,1,0,0,1
23269,57,332,3,4,3,3,4,4,5,1,1,3,1,3,1,4,0,0,1,0,1,0,0,1,0,1,0,0
23270,52,2413,4,4,4,4,5,5,4,2,2,2,2,3,2,4,13,15,1,0,1,0,1,0,1,0,0,1
23271,20,562,2,3,2,4,5,2,5,5,4,2,4,4,3,5,44,43,0,1,0,1,1,0,0,1,0,0
23272,30,3690,0,5,0,3,4,5,5,4,4,3,5,5,5,4,0,4,0,1,1,0,1,0,1,0,0,1
23273,36,646,2,2,2,3,4,2,4,4,5,3,5,5,5,4,0,1,1,0,0,1,1,0,1,0,0,0
23274,26,937,3,4,3,3,1,3,1,1,2,1,3,5,5,1,20,2,0,1,1,0,0,1,0,0,1,0
23275,9,166,2,5,2,3,2,2,2,2,5,4,2,4,3,2,0,0,0,1,1,0,0,1,0,1,0,0
23276,25,425,2,0,2,4,5,2,5,5,5,5,4,5,5,5,15,7,0,1,0,1,1,0,1,0,0,0
23277,37,923,2,2,2,3,2,2,2,2,3,3,4,4,5,2,0,0,1,0,0,1,1,0,1,0,0,1
23278,10,297,1,2,1,3,4,1,4,4,4,3,3,4,4,4,2,10,0,1,1,0,0,1,0,1,0,0
23279,59,964,3,5,3,3,5,4,5,5,5,3,5,4,5,3,0,0,1,0,1,0,0,1,0,0,1,0
23280,65,562,3,1,3,2,1,2,2,3,3,3,3,4,3,3,76,65,1,0,1,0,0,1,0,0,1,0
23281,38,1671,3,1,3,1,3,3,3,3,4,5,2,1,3,3,0,0,1,0,1,0,1,0,0,1,0,0
23282,46,1182,5,5,5,5,5,5,5,4,4,4,4,4,4,3,5,0,1,0,1,0,1,0,1,0,0,1
23283,34,689,2,5,2,1,5,2,5,5,2,5,2,4,2,5,6,0,0,1,1,0,0,1,0,0,1,0
23284,13,201,4,5,4,1,1,4,1,1,5,4,2,3,5,1,0,0,0,1,1,0,0,1,0,1,0,0
23285,47,862,2,2,2,1,3,2,3,3,3,2,5,3,5,3,6,0,0,1,0,1,1,0,1,0,0,0
23286,66,488,3,4,3,4,3,4,3,4,4,3,4,3,4,3,0,0,1,0,1,0,0,1,1,0,0,0
23287,49,1590,4,3,4,4,1,3,4,4,4,4,4,1,4,2,17,0,1,0,1,0,0,1,0,1,0,0
23288,57,1634,5,5,5,5,5,5,4,5,5,5,5,4,5,5,0,0,1,0,1,0,1,0,1,0,0,1
23289,34,837,5,5,5,5,4,5,2,4,4,4,4,3,4,4,0,0,1,0,1,0,1,0,1,0,0,1
23290,25,2496,4,4,4,4,4,4,4,4,2,4,4,4,5,4,0,0,1,0,1,0,1,0,1,0,0,1
23291,15,814,0,0,0,3,2,0,2,2,3,3,4,4,4,2,0,0,1,0,1,0,0,1,0,1,0,1
23292,52,2572,5,5,5,5,2,5,5,5,5,5,5,4,5,3,0,0,1,0,1,0,1,0,1,0,0,1
23293,31,1565,2,2,3,3,2,2,2,2,1,2,4,3,3,2,62,33,1,0,1,0,1,0,1,0,0,0
23294,68,1121,5,4,5,3,3,5,3,3,4,5,5,4,4,3,0,0,0,1,1,0,0,1,0,1,0,1
23295,21,431,3,4,3,4,1,3,1,1,3,2,4,5,5,1,0,0,1,0,1,0,0,1,0,1,0,0
23296,13,850,2,5,2,5,2,2,2,2,2,4,4,2,4,2,6,6,1,0,1,0,1,0,1,0,0,0
